iter	Passed	Remaining
398	41044	473294
399	41139	473109
400	41241	472993
401	41351	472975
402	41459	472929
403	41561	472816
404	41683	472925
405	41788	472850
406	41906	472916
407	42009	472815
408	42114	472736
409	42214	472592
410	42320	472526
411	42406	472235
412	42533	472396
413	42643	472370
414	42751	472326
415	42854	472218
416	42954	472083
417	43051	471917
418	43159	471873
419	43258	471719
420	43369	471709
421	43464	471523
422	43581	471564
423	43694	471566
424	43805	471552
425	43906	471424
426	44016	471402
427	44115	471257
428	44181	470757
429	44236	470146
430	44290	469516
431	44338	468840
432	44388	468182
433	44445	467602
434	44497	466969
435	44551	466362
436	44600	465698
437	44646	465021
438	44699	464404
439	44752	463802
440	44804	463185
441	44857	462579
442	44906	461935
443	44955	461302
444	45003	460656
445	45055	460049
446	45109	459472
447	45181	459079
448	45234	458489
449	45282	457860
450	45338	457304
451	45388	456692
452	45442	456132
453	45496	455564
454	45550	455007
455	45613	454529
456	45663	453941
457	45716	453372
458	45769	452811
459	45827	452295
460	45880	451736
461	45934	451187
462	45985	450613
463	46035	450033
464	46087	449476
465	46138	448911
466	46193	448385
467	46240	447786
468	46292	447228
469	46341	446649
470	46391	446089
471	46448	445594
472	46501	445062
473	46550	444491
474	46604	443969
475	46655	443423
476	46707	442892
477	46761	442375
478	46808	441800
479	46860	441267
480	46905	440678
481	46954	440128
482	47008	439619
483	47057	439075
484	47110	438563
485	47164	438067
486	47217	437558
487	47266	437017
488	47317	436499
489	47367	435970
490	47417	435448
491	47472	434973
492	47524	434467
493	47578	433981
494	47628	433467
495	47676	432933
496	47731	432462
497	47791	432045
498	47842	431545
499	47896	431069
500	47951	430605
501	47998	430076
502	48050	429586
503	48104	429120
504	48160	428677
505	48212	428198
506	48263	427707
507	48315	427230
508	48368	426767
509	48427	426352
510	48480	425884
511	48535	425444
512	48593	425027
513	48651	424613
514	48740	424469
515	48822	424267
516	48913	424136
517	49119	425010
518	49318	425808
519	49724	428398
520	49868	428718
521	49983	428781
522	50091	428791
523	50167	428530
524	50257	428384
525	50357	428325
526	50449	428201
527	50547	428124
528	50646	428054
529	50750	428024
530	50846	427930
531	50940	427826
532	51044	427799
533	51123	427558
534	51217	427450
535	51323	427443
536	51420	427357
537	51514	427245
538	51610	427147
539	51709	427080
540	51816	427075
541	51915	427006
542	52016	426954
543	52119	426917
544	52229	426939
545	52321	426810
546	52401	426587
547	52496	426484
548	52590	426376
549	52680	426236
550	52775	426129
551	52867	426008
552	52946	425772
553	53028	425564
554	53101	425287
555	53198	425203
556	53287	425053
557	53371	424866
558	53460	424722
559	53551	424585
560	53648	424505
561	53763	424563
562	53879	424620
563	53980	424569
564	54077	424483
565	54183	424471
566	54288	424448
567	54373	424267
568	54461	424108
569	54559	424031
570	54650	423898
571	54739	423749
572	54829	423616
573	54906	423375
574	54990	423185
575	55075	423012
576	55162	422850
577	55248	422677
578	55345	422595
579	55444	422522
580	55530	422356
581	55622	422233
582	55708	422065
583	55804	421972
584	55900	421880
585	55990	421740
586	56069	421525
587	56147	421298
588	56228	421095
589	56330	421047
590	56422	420923
591	56506	420746
592	56601	420645
593	56683	420450
594	56767	420268
595	56856	420124
596	56932	419890
597	57021	419749
598	57108	419592
599	57190	419395
600	57271	419196
601	57361	419065
602	57446	418890
603	57541	418796
604	57633	418676
605	57716	418490
606	57814	418416
607	57906	418300
608	58006	418235
609	58126	418319
610	58237	418339
611	58335	418264
612	58435	418202
613	58592	418546
614	58690	418466
615	58790	418405
616	58895	418379
617	59000	418348
618	59109	418348
619	59210	418296
620	59312	418242
621	59442	418393
622	59567	418503
623	59677	418505
624	59783	418482
625	59901	418545
626	59983	418355
627	60078	418256
628	60184	418227
629	60292	418220
630	60389	418135
631	60493	418097
632	60584	417966
633	60697	417986
634	60807	417992
635	60911	417951
636	61012	417893
637	61123	417901
638	61232	417891
639	61334	417843
640	61459	417946
641	61570	417948
642	61670	417885
643	61779	417877
644	61873	417766
645	61980	417743
646	62093	417761
647	62194	417700
648	62283	417557
649	62383	417486
650	62497	417516
651	62602	417480
652	62716	417503
653	62855	417692
654	62952	417602
655	63055	417551
656	63162	417529
657	63254	417406
658	63362	417386
659	63471	417370
660	63570	417297
661	63675	417257
662	63797	417329
663	63898	417264
664	64007	417250
665	64120	417262
666	64234	417284
667	64330	417185
668	64406	416954
669	64509	416904
670	64609	416830
671	64717	416813
672	64831	416827
673	64944	416840
674	65059	416864
675	65172	416872
676	65281	416854
677	65382	416791
678	65483	416719
679	65588	416682
680	65699	416673
681	65808	416655
682	65906	416569
683	66007	416504
684	66114	416473
685	66219	416427
686	66321	416368
687	66425	416320
688	66540	416339
689	66636	416236
690	66724	416086
691	66835	416078
692	66939	416030
693	67031	415904
694	67130	415822
695	67226	415724
696	67322	415624
697	67414	415496
698	67505	415367
699	67596	415237
700	67685	415092
701	67778	414976
702	67865	414818
703	67954	414678
704	68055	414610
705	68146	414479
706	68229	414300
707	68321	414173
708	68415	414065
709	68508	413944
710	68596	413800
711	68696	413721
712	68785	413579
713	68892	413546
714	68983	413418
715	69089	413376
716	69187	413292
717	69288	413219
718	69392	413169
719	69503	413158
720	69617	413169
721	69735	413195
722	69840	413152
723	69943	413093
724	70040	412997
725	70145	412949
726	70242	412857
727	70346	412802
728	70446	412727
729	70521	412500
730	70627	412460
731	70730	412403
732	70840	412381
733	70941	412308
734	71039	412224
735	71122	412044
736	71180	411728
737	71279	411643
738	71381	411578
739	71491	411558
740	71608	411579
741	71724	411592
742	71817	411479
743	71927	411457
744	72034	411417
745	72144	411397
746	72241	411301
747	72345	411248
748	72451	411205
749	72559	411172
750	72664	411118
751	72778	411122
752	72890	411111
753	72999	411083
754	73127	411160
755	73218	411028
756	73316	410939
757	73431	410942
758	73541	410919
759	73652	410903
760	73736	410735
761	73842	410687
762	73974	410787
763	74100	410851
764	74210	410824
765	74318	410791
766	74429	410768
767	74535	410719
768	74634	410637
769	74738	410579
770	74846	410541
771	74953	410494
772	75063	410472
773	75169	410421
774	75291	410458
775	75397	410410
776	75493	410304
777	75581	410160
778	75694	410147
779	75810	410156
780	75923	410143
781	76023	410061
782	76133	410032
783	76248	410030
784	76344	409928
785	76451	409878
786	76556	409824
787	76662	409776
788	76769	409731
789	76874	409672
790	76983	409635
791	77086	409571
792	77180	409454
793	77288	409415
794	77403	409411
795	77518	409405
796	77626	409367
797	77742	409368
798	77852	409336
799	77968	409334
800	78079	409307
801	78182	409237
802	78277	409126
803	78384	409082
804	78496	409060
805	78621	409107
806	78719	409007
807	78837	409016
808	78931	408901
809	79048	408906
810	79165	408908
811	79271	408851
812	79375	408790
813	79492	408790
814	79602	408755
815	79729	408809
816	79824	408695
817	79937	408679
818	80034	408574
819	80169	408669
820	80275	408614
821	80389	408596
822	80491	408520
823	80597	408466
824	80699	408390
825	80800	408306
826	80908	408258
827	81014	408201
828	81124	408164
829	81234	408129
830	81351	408126
831	81456	408067
832	81555	407972
833	81652	407868
834	81758	407811
835	81878	407827
836	81991	407802
837	82093	407722
838	82178	407564
839	82260	407386
840	82361	407302
841	82473	407275
842	82575	407195
843	82685	407159
844	82794	407114
845	82908	407095
846	83023	407079
847	83141	407080
848	83257	407070
849	83369	407039
850	83478	406994
851	83585	406938
852	83687	406860
853	83791	406791
854	83902	406756
855	84009	406700
856	84126	406690
857	84226	406603
858	84327	406517
859	84428	406433
860	84535	406380
861	84642	406321
862	84749	406265
863	84866	406260
864	84967	406173
865	85071	406105
866	85183	406072
867	85286	405994
868	85394	405941
869	85502	405891
870	85618	405876
871	85718	405785
872	85809	405656
873	85896	405500
874	85979	405329
875	86062	405160
876	86146	404996
877	86232	404841
878	86320	404694
879	86418	404596
880	86493	404390
881	86572	404201
882	86650	404008
883	86746	403902
884	86852	403840
885	86968	403823
886	87070	403744
887	87172	403664
888	87264	403538
889	87349	403378
890	87454	403313
891	87555	403224
892	87662	403166
893	87776	403144
894	87880	403072
895	87965	402913
896	88067	402834
897	88164	402730
898	88269	402660
899	88376	402602
900	88494	402594
901	88610	402577
902	88703	402455
903	88815	402418
904	88907	402292
905	89008	402209
906	89124	402188
907	89235	402151
908	89352	402137
909	89455	402060
910	89553	401960
911	89655	401878
912	89758	401798
913	89868	401754
914	89974	401689
915	90076	401605
916	90194	401596
917	90300	401530
918	90408	401476
919	90508	401386
920	90624	401364
921	90744	401363
922	90870	401387
923	90991	401388
924	91084	401263
925	91217	401317
926	91333	401294
927	91410	401102
928	91524	401074
929	91627	400993
930	91747	400990
931	91860	400954
932	91970	400902
933	92078	400846
934	92186	400789
935	92297	400745
936	92406	400692
937	92521	400664
938	92620	400564
939	92725	400494
940	92827	400412
941	92933	400343
942	93048	400316
943	93153	400242
944	93266	400206
945	93353	400058
946	93456	399978
947	93567	399930
948	93670	399849
949	93790	399842
950	93901	399799
951	94018	399777
952	94129	399730
953	94231	399644
954	94327	399532
955	94420	399409
956	94509	399271
957	94604	399157
958	94714	399105
959	94822	399042
960	94937	399013
961	95038	398923
962	95133	398811
963	95241	398751
964	95331	398613
965	95441	398561
966	95537	398450
967	95642	398377
968	95744	398295
969	95851	398227
970	95968	398203
971	96070	398118
972	96169	398020
973	96264	397905
974	96359	397791
975	96478	397776
976	96582	397697
977	96685	397615
978	96798	397577
979	96911	397535
980	97024	397494
981	97140	397466
982	97248	397403
983	97357	397345
984	97461	397266
985	97551	397129
986	97646	397014
987	97745	396919
988	97854	396857
989	97975	396851
990	98084	396793
991	98183	396691
992	98283	396598
993	98361	396414
994	98449	396272
995	98571	396263
996	98684	396223
997	98783	396122
998	98899	396092
999	99000	396001
1000	99106	395932
1001	99216	395877
1002	99326	395819
1003	99425	395721
1004	99536	395671
1005	99647	395616
1006	99764	395591
1007	99847	395427
1008	99974	395438
1009	100100	395445
1010	100200	395349
1011	100304	395270
1012	100399	395157
1013	100509	395097
1014	100616	395029
1015	100718	394944
1016	100816	394839
1017	100912	394729
1018	101012	394633
1019	101123	394581
1020	101237	394538
1021	101343	394467
1022	101447	394387
1023	101549	394298
1024	101647	394195
1025	101751	394112
1026	101856	394035
1027	101966	393981
1028	102066	393883
1029	102157	393753
1030	102263	393678
1031	102375	393629
1032	102482	393560
1033	102587	393482
1034	102687	393386
1035	102786	393287
1036	102899	393240
1037	103012	393194
1038	103123	393141
1039	103237	393096
1040	103343	393024
1041	103445	392934
1042	103536	392804
1043	103638	392713
1044	103732	392595
1045	103836	392513
1046	103935	392412
1047	104028	392291
1048	104160	392315
1049	104261	392222
1050	104359	392118
1051	104438	391940
1052	104510	391739
1053	104617	391670
1054	104729	391620
1055	104831	391531
1056	104942	391472
1057	105055	391425
1058	105167	391375
1059	105273	391299
1060	105367	391182
1061	105473	391107
1062	105587	391061
1063	105699	391009
1064	105796	390900
1065	105895	390799
1066	106006	390745
1067	106108	390654
1068	106213	390574
1069	106319	390499
1070	106422	390415
1071	106528	390341
1072	106622	390220
1073	106722	390122
1074	106824	390034
1075	106934	389971
1076	107039	389893
1077	107146	389820
1078	107258	389767
1079	107373	389724
1080	107481	389657
1081	107607	389655
1082	107714	389583
1083	107839	389574
1084	107961	389556
1085	108067	389479
1086	108187	389456
1087	108279	389329
1088	108385	389253
1089	108506	389228
1090	108617	389170
1091	108711	389052
1092	108813	388959
1093	108910	388853
1094	109007	388742
1095	109118	388684
1096	109239	388662
1097	109341	388570
1098	109436	388455
1099	109539	388368
1100	109653	388318
1101	109764	388259
1102	109876	388204
1103	109981	388123
1104	110094	388070
1105	110201	387996
1106	110299	387891
1107	110407	387821
1108	110521	387772
1109	110620	387670
1110	110721	387573
1111	110831	387511
1112	110935	387426
1113	111032	387317
1114	111135	387229
1115	111245	387167
1116	111353	387096
1117	111456	387006
1118	111573	386966
1119	111683	386902
1120	111777	386784
1121	111873	386672
1122	111991	386633
1123	112101	386571
1124	112203	386478
1125	112308	386397
1126	112391	386238
1127	112505	386189
1128	112623	386153
1129	112720	386043
1130	112824	385958
1131	112942	385919
1132	113060	385884
1133	113149	385745
1134	113250	385650
1135	113345	385534
1136	113448	385446
1137	113550	385353
1138	113650	385253
1139	113755	385171
1140	113861	385092
1141	113968	385019
1142	114074	384938
1143	114181	384864
1144	114287	384783
1145	114381	384664
1146	114466	384516
1147	114558	384389
1148	114655	384280
1149	114759	384194
1150	114861	384102
1151	114960	384000
1152	115074	383947
1153	115180	383867
1154	115299	383832
1155	115402	383744
1156	115484	383584
1157	115580	383472
1158	115693	383415
1159	115797	383328
1160	115911	383277
1161	116013	383182
1162	116116	383095
1163	116213	382984
1164	116310	382876
1165	116415	382791
1166	116527	382734
1167	116631	382648
1168	116746	382597
1169	116863	382552
1170	116979	382504
1171	117094	382455
1172	117204	382389
1173	117309	382303
1174	117407	382199
1175	117513	382117
1176	117622	382048
1177	117712	381915
1178	117822	381848
1179	117936	381794
1180	118044	381721
1181	118150	381639
1182	118261	381577
1183	118367	381494
1184	118475	381422
1185	118586	381355
1186	118688	381264
1187	118799	381198
1188	118902	381107
1189	119012	381039
1190	119134	381011
1191	119230	380896
1192	119346	380848
1193	119456	380779
1194	119578	380748
1195	119697	380709
1196	119778	380549
1197	119872	380429
1198	119950	380258
1199	120049	380157
1200	120162	380098
1201	120287	380077
1202	120394	379996
1203	120501	379921
1204	120598	379809
1205	120692	379691
1206	120813	379656
1207	120920	379576
1208	121029	379507
1209	121142	379447
1210	121248	379364
1211	121366	379318
1212	121481	379266
1213	121588	379188
1214	121699	379122
1215	121799	379020
1216	121916	378972
1217	122012	378858
1218	122102	378727
1219	122183	378568
1220	122275	378442
1221	122357	378285
1222	122443	378143
1223	122527	377993
1224	122640	377932
1225	122727	377792
1226	122815	377654
1227	122899	377505
1228	122985	377362
1229	123069	377212
1230	123152	377061
1231	123240	376922
1232	123321	376764
1233	123408	376626
1234	123495	376485
1235	123583	376349
1236	123672	376215
1237	123764	376092
1238	123854	375963
1239	123936	375806
1240	124022	375665
1241	124145	375634
1242	124259	375576
1243	124357	375471
1244	124456	375367
1245	124552	375258
1246	124648	375143
1247	124751	375055
1248	124861	374983
1249	124973	374919
1250	125065	374795
1251	125170	374710
1252	125274	374624
1253	125389	374569
1254	125488	374464
1255	125589	374369
1256	125692	374278
1257	125790	374171
1258	125891	374074
1259	126009	374027
1260	126108	373923
1261	126215	373846
1262	126327	373781
1263	126415	373645
1264	126521	373562
1265	126595	373385
1266	126689	373268
1267	126802	373208
1268	126905	373116
1269	127021	373063
1270	127128	372982
1271	127237	372910
1272	127351	372851
1273	127451	372749
1274	127560	372676
1275	127674	372617
1276	127770	372506
1277	127864	372388
1278	127964	372287
1279	128079	372231
1280	128183	372142
1281	128289	372058
1282	128394	371973
1283	128516	371936
1284	128617	371840
1285	128703	371699
1286	128786	371549
1287	128893	371468
1288	128992	371365
1289	129103	371297
1290	129221	371250
1291	129329	371172
1292	129441	371107
1293	129547	371021
1294	129633	370882
1295	129744	370813
1296	129847	370719
1297	129960	370657
1298	130076	370603
1299	130177	370506
1300	130280	370413
1301	130381	370316
1302	130484	370222
1303	130598	370163
1304	130711	370098
1305	130809	369993
1306	130912	369901
1307	131000	369766
1308	131105	369680
1309	131203	369573
1310	131293	369443
1311	131384	369317
1312	131489	369232
1313	131603	369171
1314	131726	369133
1315	131830	369045
1316	131931	368948
1317	132041	368874
1318	132150	368798
1319	132265	368739
1320	132380	368680
1321	132488	368601
1322	132588	368501
1323	132695	368419
1324	132799	368329
1325	132904	368242
1326	133010	368159
1327	133103	368038
1328	133198	367925
1329	133301	367831
1330	133411	367757
1331	133517	367674
1332	133626	367598
1333	133749	367560
1334	133865	367504
1335	133985	367456
1336	134091	367372
1337	134183	367249
1338	134288	367163
1339	134408	367115
1340	134510	367020
1341	134620	366945
1342	134747	366917
1343	134845	366811
1344	134936	366687
1345	135042	366599
1346	135149	366519
1347	135257	366438
1348	135362	366351
1349	135451	366219
1350	135548	366110
1351	135664	366052
1352	135780	365994
1353	135897	365939
1354	136001	365849
1355	136101	365746
1356	136202	365650
1357	136313	365577
1358	136437	365541
1359	136527	365410
1360	136640	365345
1361	136749	365269
1362	136865	365207
1363	136978	365142
1364	137091	365073
1365	137195	364984
1366	137304	364906
1367	137423	364855
1368	137529	364769
1369	137630	364671
1370	137754	364632
1371	137859	364544
1372	137975	364485
1373	138084	364406
1374	138191	364323
1375	138305	364257
1376	138408	364165
1377	138522	364098
1378	138631	364021
1379	138744	363952
1380	138851	363870
1381	138965	363803
1382	139086	363756
1383	139196	363680
1384	139313	363623
1385	139407	363506
1386	139545	363502
1387	139682	363496
1388	139774	363373
1389	139880	363286
1390	139994	363221
1391	140088	363103
1392	140203	363040
1393	140312	362961
1394	140422	362882
1395	140524	362786
1396	140627	362691
1397	140732	362601
1398	140832	362499
1399	140942	362424
1400	141062	362371
1401	141150	362240
1402	141241	362114
1403	141355	362047
1404	141452	361937
1405	141554	361841
1406	141661	361754
1407	141777	361694
1408	141913	361682
1409	141992	361527
1410	142094	361429
1411	142176	361280
1412	142266	361154
1413	142349	361007
1414	142437	360876
1415	142532	360760
1416	142622	360633
1417	142728	360545
1418	142831	360450
1419	142938	360366
1420	143073	360352
1421	143197	360309
1422	143307	360232
1423	143421	360166
1424	143525	360072
1425	143601	359909
1426	143681	359757
1427	143765	359615
1428	143870	359525
1429	143957	359390
1430	144073	359328
1431	144177	359235
1432	144263	359097
1433	144357	358981
1434	144450	358861
1435	144551	358760
1436	144653	358665
1437	144771	358607
1438	144886	358541
1439	144964	358384
1440	145055	358260
1441	145152	358151
1442	145235	358005
1443	145326	357880
1444	145420	357763
1445	145542	357716
1446	145634	357594
1447	145762	357560
1448	145901	357555
1449	146001	357451
1450	146098	357343
1451	146186	357209
1452	146306	357156
1453	146430	357112
1454	146525	356998
1455	146611	356863
1456	146714	356766
1457	146815	356666
1458	146909	356550
1459	147007	356442
1460	147115	356359
1461	147213	356252
1462	147345	356227
1463	147458	356157
1464	147558	356055
1465	147657	355948
1466	147755	355843
1467	147850	355726
1468	147947	355617
1469	148052	355528
1470	148153	355427
1471	148287	355406
1472	148388	355305
1473	148504	355241
1474	148611	355157
1475	148714	355061
1476	148822	354978
1477	148922	354875
1478	149026	354782
1479	149177	354801
1480	149312	354780
1481	149418	354692
1482	149527	354612
1483	149643	354546
1484	149758	354478
1485	149860	354380
1486	149962	354283
1487	150070	354199
1488	150180	354119
1489	150280	354015
1490	150386	353928
1491	150472	353791
1492	150560	353660
1493	150648	353531
1494	150743	353415
1495	150862	353356
1496	150955	353237
1497	151043	353107
1498	151147	353014
1499	151262	352944
1500	151368	352855
1501	151469	352756
1502	151577	352673
1503	151689	352597
1504	151787	352489
1505	151889	352392
1506	151994	352299
1507	152106	352226
1508	152204	352118
1509	152310	352029
1510	152416	351940
1511	152511	351826
1512	152626	351756
1513	152735	351674
1514	152847	351599
1515	152952	351508
1516	153079	351467
1517	153155	351308
1518	153256	351208
1519	153343	351075
1520	153457	351004
1521	153568	350927
1522	153686	350864
1523	153789	350768
1524	153897	350685
1525	154010	350610
1526	154121	350532
1527	154220	350428
1528	154322	350330
1529	154428	350240
1530	154536	350155
1531	154641	350063
1532	154742	349962
1533	154859	349897
1534	154966	349810
1535	155073	349722
1536	155172	349618
1537	155289	349552
1538	155380	349429
1539	155486	349339
1540	155586	349236
1541	155691	349145
1542	155801	349063
1543	155910	348981
1544	156014	348887
1545	156129	348816
1546	156239	348736
1547	156347	348649
1548	156484	348630
1549	156598	348557
1550	156697	348453
1551	156797	348348
1552	156897	348246
1553	157014	348180
1554	157121	348092
1555	157229	348006
1556	157319	347880
1557	157397	347729
1558	157512	347658
1559	157601	347532
1560	157701	347428
1561	157789	347298
1562	157874	347161
1563	157949	347003
1564	158033	346865
1565	158126	346746
1566	158217	346624
1567	158316	346518
1568	158417	346418
1569	158519	346319
1570	158634	346248
1571	158739	346156
1572	158846	346069
1573	158943	345958
1574	159044	345858
1575	159155	345780
1576	159267	345701
1577	159383	345633
1578	159502	345572
1579	159621	345508
1580	159749	345466
1581	159850	345365
1582	159958	345279
1583	160050	345160
1584	160148	345052
1585	160264	344982
1586	160369	344889
1587	160478	344806
1588	160586	344720
1589	160698	344642
1590	160810	344564
1591	160909	344460
1592	161020	344379
1593	161123	344282
1594	161228	344190
1595	161350	344133
1596	161454	344037
1597	161582	343994
1598	161694	343916
1599	161823	343875
1600	161955	343839
1601	162057	343740
1602	162168	343660
1603	162262	343543
1604	162368	343453
1605	162464	343340
1606	162578	343265
1607	162690	343187
1608	162801	343108
1609	162917	343037
1610	162994	342885
1611	163090	342773
1612	163200	342690
1613	163306	342600
1614	163414	342512
1615	163518	342417
1616	163618	342313
1617	163727	342228
1618	163836	342144
1619	163939	342045
1620	164050	341966
1621	164168	341900
1622	164245	341747
1623	164346	341646
1624	164443	341535
1625	164552	341452
1626	164672	341389
1627	164778	341298
1628	164876	341190
1629	164983	341100
1630	165097	341026
1631	165213	340954
1632	165317	340859
1633	165426	340773
1634	165526	340669
1635	165669	340654
1636	165795	340604
1637	165909	340530
1638	166028	340465
1639	166149	340404
1640	166266	340335
1641	166391	340281
1642	166491	340177
1643	166600	340092
1644	166696	339979
1645	166800	339883
1646	166903	339786
1647	167009	339693
1648	167119	339610
1649	167217	339503
1650	167317	339398
1651	167427	339313
1652	167536	339228
1653	167650	339152
1654	167770	339089
1655	167872	338989
1656	167976	338893
1657	168082	338801
1658	168194	338721
1659	168302	338631
1660	168412	338547
1661	168516	338451
