iter	Passed	Remaining
1662	168622	338359
1663	168714	338240
1664	168817	338142
1665	168920	338043
1666	169020	337938
1667	169125	337845
1668	169236	337762
1669	169343	337673
1670	169444	337570
1671	169564	337506
1672	169673	337420
1673	169783	337335
1674	169882	337230
1675	169999	337158
1676	170108	337072
1677	170225	337002
1678	170346	336939
1679	170445	336833
1680	170547	336732
1681	170641	336616
1682	170741	336510
1683	170866	336456
1684	170980	336380
1685	171074	336264
1686	171199	336209
1687	171292	336091
1688	171393	335988
1689	171500	335897
1690	171612	335815
1691	171717	335722
1692	171823	335629
1693	171930	335538
1694	172050	335472
1695	172139	335346
1696	172199	335164
1697	172263	334990
1698	172373	334905
1699	172478	334811
1700	172572	334695
1701	172698	334640
1702	172806	334552
1703	172909	334453
1704	173035	334400
1705	173130	334286
1706	173251	334221
1707	173330	334076
1708	173442	333995
1709	173545	333897
1710	173646	333795
1711	173749	333696
1712	173852	333598
1713	173960	333508
1714	174066	333416
1715	174181	333340
1716	174298	333268
1717	174400	333167
1718	174511	333083
1719	174621	332999
1720	174728	332908
1721	174844	332834
1722	174958	332755
1723	175066	332667
1724	175182	332593
1725	175299	332521
1726	175375	332369
1727	175455	332228
1728	175548	332111
1729	175661	332031
1730	175784	331969
1731	175899	331893
1732	176032	331851
1733	176132	331747
1734	176221	331620
1735	176311	331497
1736	176417	331405
1737	176531	331327
1738	176632	331224
1739	176732	331119
1740	176839	331028
1741	176936	330917
1742	177017	330778
1743	177102	330645
1744	177192	330523
1745	177314	330458
1746	177426	330376
1747	177534	330287
1748	177620	330156
1749	177714	330040
1750	177814	329936
1751	177921	329846
1752	178012	329724
1753	178112	329619
1754	178217	329524
1755	178324	329432
1756	178427	329334
1757	178548	329268
1758	178671	329206
1759	178764	329089
1760	178868	328991
1761	178978	328905
1762	179083	328809
1763	179170	328681
1764	179260	328559
1765	179347	328431
1766	179452	328336
1767	179551	328230
1768	179659	328139
1769	179754	328026
1770	179859	327931
1771	179963	327834
1772	180065	327733
1773	180143	327588
1774	180255	327507
1775	180375	327438
1776	180487	327355
1777	180572	327224
1778	180666	327108
1779	180783	327034
1780	180888	326939
1781	180981	326823
1782	181098	326750
1783	181199	326646
1784	181315	326570
1785	181400	326439
1786	181483	326305
1787	181605	326240
1788	181701	326127
1789	181793	326009
1790	181908	325931
1791	181991	325798
1792	182068	325652
1793	182160	325533
1794	182247	325405
1795	182357	325319
1796	182478	325252
1797	182591	325171
1798	182698	325079
1799	182801	324980
1800	182903	324880
1801	182999	324768
1802	183106	324676
1803	183216	324589
1804	183326	324503
1805	183425	324397
1806	183518	324280
1807	183627	324192
1808	183730	324093
1809	183842	324010
1810	183925	323875
1811	184009	323743
1812	184127	323669
1813	184221	323554
1814	184331	323469
1815	184424	323351
1816	184534	323265
1817	184627	323149
1818	184735	323058
1819	184832	322948
1820	184933	322845
1821	185016	322712
1822	185117	322610
1823	185234	322536
1824	185356	322469
1825	185471	322391
1826	185585	322310
1827	185718	322263
1828	185844	322204
1829	185936	322086
1830	186060	322023
1831	186180	321953
1832	186288	321862
1833	186388	321759
1834	186483	321646
1835	186584	321543
1836	186683	321436
1837	186816	321389
1838	186899	321255
1839	187012	321173
1840	187126	321092
1841	187252	321032
1842	187383	320982
1843	187501	320908
1844	187607	320814
1845	187716	320724
1846	187843	320666
1847	187955	320582
1848	188056	320479
1849	188175	320406
1850	188302	320348
1851	188410	320257
1852	188517	320164
1853	188611	320049
1854	188689	319906
1855	188792	319807
1856	188896	319710
1857	189006	319622
1858	189110	319524
1859	189217	319432
1860	189332	319352
1861	189436	319254
1862	189552	319177
1863	189667	319096
1864	189776	319008
1865	189886	318919
1866	189997	318834
1867	190107	318745
1868	190210	318645
1869	190314	318547
1870	190414	318442
1871	190525	318355
1872	190644	318283
1873	190757	318201
1874	190860	318101
1875	190960	317995
1876	191061	317892
1877	191169	317800
1878	191282	317719
1879	191410	317659
1880	191526	317582
1881	191632	317486
1882	191747	317406
1883	191862	317326
1884	191942	317189
1885	192051	317099
1886	192148	316989
1887	192244	316877
1888	192349	316780
1889	192454	316684
1890	192549	316570
1891	192666	316494
1892	192781	316413
1893	192897	316335
1894	193012	316254
1895	193106	316140
1896	193196	316019
1897	193296	315914
1898	193409	315830
1899	193521	315745
1900	193652	315691
1901	193765	315607
1902	193878	315523
1903	193992	315442
1904	194105	315357
1905	194219	315275
1906	194326	315181
1907	194437	315094
1908	194539	314993
1909	194629	314871
1910	194714	314742
1911	194820	314646
1912	194923	314547
1913	195028	314451
1914	195125	314340
1915	195244	314265
1916	195337	314150
1917	195443	314055
1918	195548	313958
1919	195651	313857
1920	195753	313756
1921	195858	313658
1922	195969	313572
1923	196060	313452
1924	196157	313342
1925	196264	313248
1926	196362	313140
1927	196459	313031
1928	196546	312905
1929	196645	312798
1930	196730	312670
1931	196825	312556
1932	196932	312464
1933	197048	312384
1934	197142	312269
1935	197250	312177
1936	197348	312069
1937	197456	311977
1938	197542	311850
1939	197640	311741
1940	197735	311629
1941	197841	311533
1942	197941	311429
1943	198047	311334
1944	198139	311216
1945	198242	311116
1946	198351	311025
1947	198454	310926
1948	198555	310822
1949	198668	310738
1950	198771	310637
1951	198881	310548
1952	198978	310438
1953	199090	310353
1954	199191	310249
1955	199304	310165
1956	199415	310077
1957	199520	309979
1958	199641	309907
1959	199736	309795
1960	199840	309696
1961	199920	309561
1962	200002	309427
1963	200099	309318
1964	200196	309208
1965	200303	309115
1966	200399	309004
1967	200505	308908
1968	200594	308787
1969	200691	308678
1970	200801	308588
1971	200891	308468
1972	200984	308353
1973	201075	308234
1974	201171	308123
1975	201276	308025
1976	201382	307931
1977	201488	307835
1978	201567	307698
1979	201660	307583
1980	201759	307477
1981	201876	307398
1982	201969	307282
1983	202066	307173
1984	202151	307046
1985	202266	306963
1986	202370	306866
1987	202474	306767
1988	202575	306664
1989	202700	306596
1990	202809	306506
1991	202919	306416
1992	203029	306327
1993	203146	306248
1994	203242	306137
1995	203336	306024
1996	203429	305907
1997	203521	305791
1998	203619	305683
1999	203718	305577
2000	203816	305469
2001	203915	305364
2002	204017	305262
2003	204124	305168
2004	204220	305057
2005	204316	304947
2006	204406	304826
2007	204507	304724
2008	204602	304612
2009	204688	304487
2010	204789	304383
2011	204885	304273
2012	204982	304164
2013	205089	304069
2014	205193	303971
2015	205298	303874
2016	205397	303768
2017	205481	303639
2018	205586	303543
2019	205681	303431
2020	205785	303332
2021	205890	303234
2022	205994	303137
2023	206095	303033
2024	206196	302930
2025	206311	302847
2026	206401	302728
2027	206503	302628
2028	206589	302502
2029	206708	302425
2030	206825	302346
2031	206922	302237
2032	207034	302150
2033	207133	302043
2034	207228	301933
2035	207334	301837
2036	207438	301738
2037	207555	301658
2038	207645	301539
2039	207729	301411
2040	207826	301301
2041	207925	301196
2042	208033	301103
2043	208138	301006
2044	208225	300883
2045	208342	300803
2046	208446	300704
2047	208554	300611
2048	208646	300496
2049	208752	300399
2050	208855	300299
2051	208984	300236
2052	209095	300148
2053	209197	300046
2054	209283	299921
2055	209370	299798
2056	209474	299700
2057	209570	299590
2058	209673	299489
2059	209782	299398
2060	209886	299299
2061	209976	299181
2062	210075	299075
2063	210179	298976
2064	210293	298891
2065	210397	298792
2066	210511	298707
2067	210612	298605
2068	210724	298517
2069	210830	298421
2070	210928	298315
2071	211019	298198
2072	211132	298110
2073	211237	298013
2074	211342	297915
2075	211445	297816
2076	211548	297715
2077	211639	297598
2078	211740	297495
2079	211850	297405
2080	211961	297315
2081	212048	297193
2082	212158	297102
2083	212284	297035
2084	212396	296947
2085	212503	296852
2086	212621	296773
2087	212720	296668
2088	212819	296561
2089	212919	296457
2090	213023	296358
2091	213121	296251
2092	213219	296143
2093	213332	296057
2094	213434	295956
2095	213532	295848
2096	213611	295714
2097	213698	295591
2098	213785	295469
2099	213884	295363
2100	214002	295284
2101	214097	295173
2102	214203	295076
2103	214312	294985
2104	214399	294863
2105	214498	294756
2106	214597	294651
2107	214692	294539
2108	214795	294440
2109	214897	294338
2110	215005	294244
2111	215092	294122
2112	215194	294020
2113	215289	293909
2114	215392	293809
2115	215486	293697
2116	215608	293622
2117	215718	293531
2118	215821	293431
2119	215922	293329
2120	216021	293223
2121	216109	293102
2122	216186	292966
2123	216268	292837
2124	216356	292717
2125	216446	292599
2126	216538	292485
2127	216631	292370
2128	216743	292283
2129	216849	292186
2130	216954	292088
2131	217048	291977
2132	217150	291874
2133	217246	291765
2134	217339	291651
2135	217450	291562
2136	217528	291428
2137	217629	291326
2138	217734	291228
2139	217850	291145
2140	217952	291045
2141	218036	290919
2142	218128	290804
2143	218215	290682
2144	218316	290580
2145	218420	290480
2146	218515	290370
2147	218628	290283
2148	218711	290156
2149	218802	290039
2150	218911	289947
2151	219019	289855
2152	219111	289739
2153	219200	289622
2154	219309	289528
2155	219409	289424
2156	219485	289288
2157	219583	289182
2158	219689	289086
2159	219773	288961
2160	219879	288864
2161	219967	288745
2162	220064	288636
2163	220161	288529
2164	220263	288428
2165	220370	288333
2166	220474	288234
2167	220567	288122
2168	220669	288019
2169	220770	287916
2170	220871	287814
2171	220971	287710
2172	221070	287605
2173	221170	287501
2174	221280	287410
2175	221379	287305
2176	221486	287209
2177	221598	287121
2178	221742	287074
2179	221898	287043
2180	221990	286928
2181	222101	286839
2182	222236	286779
2183	222369	286718
2184	222481	286629
2185	222591	286538
2186	222701	286446
2187	222806	286348
2188	222908	286247
2189	223003	286137
2190	223106	286036
2191	223206	285932
2192	223311	285834
2193	223403	285720
2194	223510	285624
2195	223611	285521
2196	223717	285425
2197	223826	285332
2198	223935	285240
2199	224036	285137
2200	224151	285052
2201	224236	284929
2202	224338	284826
2203	224434	284717
2204	224539	284619
2205	224642	284519
2206	224748	284423
2207	224861	284336
2208	224971	284244
2209	225078	284149
2210	225180	284047
2211	225288	283952
2212	225392	283854
2213	225496	283754
2214	225597	283651
2215	225711	283565
2216	225825	283478
2217	225932	283383
2218	226033	283280
2219	226126	283166
2220	226229	283067
2221	226338	282974
2222	226435	282866
2223	226538	282766
2224	226645	282670
2225	226740	282560
2226	226827	282439
2227	226946	282359
2228	227052	282262
2229	227157	282164
2230	227248	282049
2231	227340	281934
2232	227464	281860
2233	227576	281771
2234	227688	281682
2235	227798	281589
2236	227897	281484
2237	228002	281386
2238	228097	281275
2239	228186	281158
2240	228269	281033
2241	228377	280939
2242	228491	280852
2243	228602	280761
2244	228684	280635
2245	228775	280519
2246	228870	280410
2247	228971	280306
2248	229073	280205
2249	229180	280108
2250	229285	280011
2251	229375	279895
2252	229491	279810
2253	229598	279714
2254	229680	279588
2255	229779	279483
2256	229886	279387
2257	229979	279275
2258	230067	279157
2259	230150	279031
2260	230241	278917
2261	230329	278798
2262	230414	278675
2263	230521	278580
2264	230622	278478
2265	230735	278389
2266	230832	278282
2267	230956	278206
2268	231046	278090
2269	231175	278021
2270	231288	277932
2271	231389	277830
2272	231499	277738
2273	231581	277613
2274	231670	277495
2275	231771	277392
2276	231874	277292
2277	231992	277210
2278	232106	277122
2279	232207	277019
2280	232298	276904
2281	232407	276811
2282	232519	276721
2283	232617	276614
2284	232722	276516
2285	232837	276430
2286	232927	276315
2287	233028	276212
2288	233119	276097
2289	233227	276002
2290	233326	275898
2291	233427	275794
2292	233515	275676
2293	233620	275578
2294	233715	275468
2295	233809	275358
2296	233903	275246
2297	234008	275148
2298	234116	275054
2299	234224	274959
2300	234335	274868
2301	234446	274776
2302	234541	274667
2303	234643	274565
2304	234757	274478
2305	234860	274377
2306	234954	274266
2307	235054	274162
2308	235173	274080
2309	235269	273971
2310	235378	273878
2311	235460	273752
2312	235560	273649
2313	235658	273543
2314	235777	273460
2315	235889	273371
2316	235994	273272
2317	236100	273175
2318	236216	273089
2319	236323	272993
2320	236438	272907
2321	236551	272818
2322	236654	272718
2323	236759	272620
2324	236867	272525
2325	236972	272426
2326	237080	272331
2327	237203	272253
2328	237294	272139
2329	237385	272025
2330	237481	271916
2331	237587	271820
2332	237684	271711
2333	237772	271594
2334	237856	271472
2335	237936	271345
2336	238016	271218
2337	238093	271088
2338	238184	270974
2339	238272	270856
2340	238356	270734
2341	238458	270633
2342	238559	270530
2343	238672	270441
2344	238761	270324
2345	238858	270217
2346	238944	270097
2347	239043	269992
2348	239135	269880
2349	239239	269780
2350	239341	269679
2351	239448	269583
2352	239558	269490
2353	239670	269400
2354	239766	269291
2355	239871	269193
2356	239962	269079
2357	240069	268983
2358	240161	268870
2359	240245	268749
2360	240328	268626
2361	240407	268499
2362	240514	268403
2363	240609	268294
2364	240705	268185
2365	240812	268089
2366	240919	267993
2367	240992	267860
2368	241053	267713
2369	241154	267609
2370	241270	267524
2371	241372	267423
2372	241469	267315
2373	241566	267208
2374	241677	267117
2375	241784	267021
2376	241897	266932
2377	241972	266800
2378	242056	266679
2379	242143	266561
2380	242245	266459
2381	242348	266359
2382	242445	266252
2383	242548	266151
2384	242650	266050
2385	242760	265957
2386	242859	265853
2387	242969	265760
2388	243087	265676
2389	243196	265582
2390	243305	265489
2391	243409	265389
2392	243521	265299
2393	243625	265200
2394	243722	265092
2395	243834	265002
2396	243947	264912
2397	244059	264821
2398	244153	264712
2399	244249	264603
2400	244344	264495
2401	244450	264396
2402	244560	264304
2403	244673	264215
2404	244795	264135
2405	244896	264031
2406	244985	263916
2407	245137	263868
2408	245254	263783
2409	245367	263693
2410	245475	263598
2411	245597	263518
2412	245704	263421
2413	245804	263318
2414	245911	263222
2415	246014	263121
2416	246125	263029
2417	246240	262941
2418	246342	262839
2419	246447	262741
2420	246563	262654
2421	246665	262553
2422	246775	262459
2423	246868	262348
2424	246973	262250
2425	247074	262147
2426	247174	262043
2427	247277	261943
2428	247380	261842
2429	247487	261746
2430	247597	261652
2431	247702	261553
2432	247802	261450
2433	247917	261362
2434	248020	261262
2435	248134	261172
2436	248246	261081
2437	248366	260998
2438	248504	260934
2439	248603	260829
2440	248716	260739
2441	248796	260615
2442	248881	260494
2443	248992	260403
2444	249106	260313
2445	249210	260214
2446	249315	260115
2447	249431	260028
2448	249532	259924
2449	249634	259823
2450	249743	259728
2451	249856	259638
2452	249962	259540
2453	250069	259444
2454	250177	259348
2455	250285	259253
2456	250395	259159
2457	250504	259065
2458	250620	258977
2459	250736	258890
2460	250823	258773
2461	250923	258668
2462	251016	258558
2463	251123	258461
2464	251226	258360
2465	251335	258266
2466	251444	258171
2467	251546	258070
2468	251656	257975
2469	251759	257874
2470	251867	257779
2471	251977	257685
2472	252089	257594
2473	252201	257502
2474	252308	257406
2475	252411	257304
2476	252524	257214
2477	252634	257120
2478	252751	257034
2479	252858	256936
2480	252978	256853
2481	253059	256729
2482	253154	256621
2483	253236	256498
2484	253345	256404
2485	253452	256307
2486	253559	256210
2487	253672	256119
2488	253778	256021
2489	253879	255918
2490	253979	255815
2491	254087	255718
2492	254194	255621
2493	254298	255522
2494	254400	255419
2495	254509	255325
2496	254622	255234
2497	254707	255115
2498	254770	254974
2499	254851	254851
2500	254953	254749
2501	255072	254664
2502	255173	254562
2503	255261	254445
2504	255357	254337
2505	255452	254229
2506	255564	254137
2507	255663	254032
2508	255770	253935
2509	255869	253831
2510	255971	253728
2511	256075	253629
2512	256190	253540
2513	256294	253440
2514	256389	253330
2515	256497	253235
2516	256597	253131
2517	256700	253030
2518	256789	252915
2519	256890	252812
2520	256996	252714
2521	257095	252610
2522	257190	252501
2523	257286	252393
2524	257400	252303
2525	257507	252206
2526	257613	252108
2527	257723	252014
2528	257832	251919
2529	257941	251824
2530	258040	251719
2531	258148	251623
2532	258247	251518
2533	258352	251419
2534	258464	251327
2535	258573	251232
2536	258689	251144
2537	258794	251044
2538	258895	250942
2539	259012	250854
2540	259125	250763
2541	259231	250665
2542	259334	250563
2543	259448	250473
2544	259556	250377
2545	259663	250280
